Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
8283;08/04/2000 23:26;452600;37716;37;FALSO;160;VERDADERO
8284;11/08/1990 18:33;442800;36900;76;FALSO;360;VERDADERO
8285;19/09/1995 8:37;130600;10883;87;VERDADERO;350;FALSO
8286;17/09/1997 6:22;777400;64783;62;FALSO;170;FALSO
8287;13/06/2005 1:28;109600;9133;66;FALSO;370;VERDADERO
8288;19/07/1994 15:02;151300;12608;64;VERDADERO;140;FALSO
8289;03/12/2005 0:11;653800;54483;64;FALSO;350;FALSO
8290;28/11/1995 4:09;197300;16441;43;FALSO;470;VERDADERO
8291;15/07/1990 21:18;134900;11241;84;VERDADERO;150;FALSO
8292;07/03/2008 18:27;494900;41241;97;FALSO;470;FALSO
8293;03/06/2010 12:12;802400;66866;83;FALSO;330;FALSO
8294;31/03/2002 6:48;405400;33783;41;VERDADERO;340;FALSO
8295;27/02/1994 17:25;981100;81758;72;FALSO;490;VERDADERO
8296;11/04/1994 12:56;455400;37950;74;VERDADERO;340;VERDADERO
8297;26/03/1994 0:25;767000;63916;24;VERDADERO;120;VERDADERO
8298;17/08/2009 18:47;250200;20850;13;VERDADERO;400;FALSO
8299;14/06/1997 14:06;990800;82566;50;VERDADERO;180;VERDADERO
8300;16/02/2000 15:00;253700;21141;49;VERDADERO;50;FALSO
8301;03/01/2003 10:56;368500;30708;86;FALSO;150;FALSO
8302;26/05/1992 1:35;337200;28100;12;VERDADERO;70;FALSO
8303;29/02/1992 3:42;906100;75508;89;VERDADERO;120;VERDADERO
8304;18/01/1992 17:32;998800;83233;60;VERDADERO;290;FALSO
8305;01/04/1997 23:37;456600;38050;17;VERDADERO;300;FALSO
8306;03/01/2002 20:48;527300;43941;90;VERDADERO;180;VERDADERO
8307;19/06/1990 8:36;210900;17575;47;FALSO;330;FALSO
8308;27/05/2000 11:46;494100;41175;53;VERDADERO;130;VERDADERO
8309;20/10/2005 20:52;848300;70691;93;VERDADERO;200;VERDADERO
8310;08/11/2009 1:41;954200;79516;44;FALSO;200;VERDADERO
8311;29/09/2002 4:54;792000;66000;53;VERDADERO;280;VERDADERO
8312;19/02/1995 22:49;875400;72950;47;VERDADERO;210;FALSO
8313;11/01/2008 9:25;936500;78041;14;FALSO;420;VERDADERO
8314;31/10/2004 0:00;214600;17883;60;VERDADERO;320;FALSO
8315;06/09/2006 7:32;648700;54058;96;VERDADERO;230;FALSO
8316;07/11/2008 18:28;186400;15533;35;VERDADERO;250;VERDADERO
8317;08/07/2009 2:43;574600;47883;93;FALSO;380;FALSO
8318;11/07/2002 16:38;390200;32516;71;FALSO;330;FALSO
8319;09/10/1998 15:33;132600;11050;13;FALSO;200;VERDADERO
8320;11/10/2006 10:24;193600;16133;94;FALSO;280;VERDADERO
8321;23/05/2007 13:30;862700;71891;13;FALSO;250;VERDADERO
8322;26/09/1990 14:28;270600;22550;25;FALSO;430;FALSO
8323;03/01/2005 17:56;847400;70616;96;FALSO;390;VERDADERO
8324;02/09/2003 21:39;364700;30391;22;VERDADERO;30;FALSO
8325;06/05/2012 10:58;236600;19716;30;FALSO;460;VERDADERO
8326;18/05/1998 21:48;117400;9783;94;FALSO;120;VERDADERO
8327;01/04/2007 0:58;270500;22541;69;VERDADERO;180;VERDADERO
8328;23/11/2011 21:42;933200;77766;74;FALSO;160;FALSO
8329;18/05/2008 0:49;839100;69925;67;FALSO;180;VERDADERO
8330;16/09/2006 10:52;715700;59641;96;VERDADERO;460;FALSO
8331;07/08/2012 4:55;878800;73233;60;FALSO;90;FALSO
8332;19/09/2006 12:02;316800;26400;13;VERDADERO;150;FALSO
8333;20/04/2010 1:33;599400;49950;87;VERDADERO;50;FALSO
8334;28/12/1996 14:27;370300;30858;98;VERDADERO;460;FALSO
8335;10/10/2011 5:39;189800;15816;82;VERDADERO;250;FALSO
8336;21/11/2010 17:02;928000;77333;99;VERDADERO;70;FALSO
8337;20/02/1995 14:44;810300;67525;64;VERDADERO;70;FALSO
8338;27/10/2004 0:26;419400;34950;35;FALSO;240;FALSO
8339;27/06/1990 11:12;720000;60000;70;FALSO;210;VERDADERO
8340;05/08/1997 12:05;795500;66291;39;VERDADERO;290;FALSO
8341;04/12/1995 9:53;929100;77425;13;VERDADERO;10;VERDADERO
8342;05/04/2001 4:48;161300;13441;97;VERDADERO;290;FALSO
8343;18/07/1993 17:28;879700;73308;45;VERDADERO;100;VERDADERO
8344;01/05/2000 23:24;997700;83141;32;FALSO;90;FALSO
8345;13/05/1993 21:42;997200;83100;81;FALSO;220;VERDADERO
8346;25/04/2000 20:11;149800;12483;36;FALSO;380;FALSO
8347;27/01/2012 21:13;666400;55533;11;FALSO;430;FALSO
8348;13/07/1996 19:46;677800;56483;79;FALSO;320;VERDADERO
8349;29/08/2006 6:33;842500;70208;80;VERDADERO;400;VERDADERO
8350;03/01/1995 17:31;950600;79216;83;FALSO;10;VERDADERO
8351;04/06/1997 22:55;707700;58975;94;FALSO;90;FALSO
8352;08/07/2001 1:50;794600;66216;48;VERDADERO;310;VERDADERO
8353;08/07/2002 2:26;205200;17100;39;FALSO;330;VERDADERO
8354;20/06/1992 2:07;658100;54841;82;VERDADERO;140;FALSO
8355;08/04/2001 22:55;650000;54166;66;VERDADERO;90;VERDADERO
8356;26/01/1996 8:23;237400;19783;99;VERDADERO;290;VERDADERO
8357;15/12/1991 0:07;726600;60550;45;FALSO;430;VERDADERO
8358;02/09/2008 22:49;655700;54641;92;FALSO;170;VERDADERO
8359;08/06/2005 5:43;252400;21033;79;FALSO;470;VERDADERO
8360;02/08/2003 19:04;334600;27883;70;VERDADERO;150;FALSO
8361;29/11/1997 18:44;332200;27683;65;VERDADERO;380;FALSO
8362;21/10/1990 5:48;845600;70466;95;FALSO;370;VERDADERO
8363;30/11/2008 4:57;897900;74825;84;VERDADERO;350;VERDADERO
8364;24/07/1997 3:02;629300;52441;69;FALSO;80;VERDADERO
8365;06/02/2005 1:41;370900;30908;50;VERDADERO;410;VERDADERO
8366;22/08/2003 2:36;209400;17450;45;FALSO;240;VERDADERO
8367;17/12/1991 6:53;663900;55325;12;VERDADERO;100;FALSO
8368;02/10/1990 2:28;501600;41800;92;VERDADERO;220;VERDADERO
8369;24/11/1995 0:04;492100;41008;49;FALSO;210;VERDADERO
8370;23/02/2009 0:19;473900;39491;79;FALSO;150;FALSO
8371;19/12/2006 11:48;698400;58200;86;VERDADERO;260;FALSO
8372;31/12/2010 5:39;648800;54066;50;FALSO;470;VERDADERO
8373;18/12/2004 16:23;444700;37058;80;VERDADERO;50;FALSO
8374;27/04/2004 9:29;394200;32850;27;VERDADERO;30;FALSO
8375;08/06/1993 15:08;530900;44241;59;FALSO;110;FALSO
8376;24/11/2010 12:11;610900;50908;67;FALSO;410;FALSO
8377;05/10/2007 18:48;432300;36025;44;VERDADERO;420;VERDADERO
8378;12/09/2009 17:21;139100;11591;91;VERDADERO;20;FALSO
8379;25/03/2010 23:41;376100;31341;55;VERDADERO;40;FALSO
8380;17/02/2010 3:19;626700;52225;83;FALSO;250;FALSO
8381;28/07/1993 18:02;107000;8916;60;FALSO;340;VERDADERO
8382;31/07/2001 14:20;372300;31025;95;VERDADERO;150;VERDADERO
8383;24/09/1997 0:13;247300;20608;78;VERDADERO;260;VERDADERO
8384;12/12/2006 11:46;307300;25608;86;FALSO;420;FALSO
8385;30/06/1997 17:54;316400;26366;99;VERDADERO;160;FALSO
8386;02/01/2007 8:20;321200;26766;17;FALSO;90;VERDADERO
8387;11/09/2002 23:47;561000;46750;29;FALSO;290;VERDADERO
8388;17/10/2002 1:31;291600;24300;85;FALSO;330;VERDADERO
8389;26/04/2000 8:44;991900;82658;75;VERDADERO;170;VERDADERO
8390;28/11/2001 16:56;227600;18966;52;VERDADERO;230;FALSO
8391;12/08/2005 20:46;128700;10725;54;FALSO;370;VERDADERO
8392;25/08/2009 15:30;887100;73925;85;VERDADERO;430;FALSO
8393;06/09/2006 20:59;254100;21175;51;FALSO;60;FALSO
8394;08/01/1997 20:37;929200;77433;49;VERDADERO;280;VERDADERO
8395;07/10/1993 16:44;560000;46666;84;VERDADERO;130;VERDADERO
8396;17/01/1998 6:57;326200;27183;65;VERDADERO;190;VERDADERO
8397;09/02/1990 3:15;572100;47675;61;FALSO;490;FALSO
8398;03/12/2000 18:01;553600;46133;64;FALSO;370;FALSO
8399;15/07/2004 11:39;334800;27900;45;VERDADERO;120;VERDADERO
8400;14/05/1997 17:41;217200;18100;33;VERDADERO;250;VERDADERO
8401;10/05/2010 10:47;997900;83158;84;FALSO;380;VERDADERO
8402;10/09/2011 8:45;825200;68766;73;FALSO;280;VERDADERO
8403;03/12/1997 9:21;422000;35166;74;VERDADERO;340;FALSO
8404;01/07/2002 15:26;765400;63783;36;FALSO;200;VERDADERO
8405;06/05/2000 10:11;854900;71241;99;VERDADERO;360;VERDADERO
8406;09/05/1993 19:06;671300;55941;48;FALSO;440;VERDADERO
8407;02/07/2011 22:59;583600;48633;22;VERDADERO;70;FALSO
8408;03/04/1994 8:29;368100;30675;16;FALSO;410;FALSO
8409;10/08/2004 23:34;816200;68016;38;VERDADERO;110;VERDADERO
8410;25/03/2000 21:31;385200;32100;36;VERDADERO;480;FALSO
8411;15/12/1998 14:22;270900;22575;45;FALSO;30;VERDADERO
8412;31/07/1990 14:44;146600;12216;27;FALSO;140;FALSO
8413;28/01/2003 13:00;101900;8491;77;FALSO;260;FALSO
8414;02/04/1991 23:07;460000;38333;97;VERDADERO;290;FALSO
8415;23/07/2007 15:19;533100;44425;93;VERDADERO;450;VERDADERO
8416;08/04/2007 3:44;561000;46750;98;VERDADERO;40;FALSO
8417;29/07/2007 11:21;321600;26800;44;VERDADERO;80;FALSO
8418;14/02/2011 7:34;728300;60691;65;VERDADERO;30;VERDADERO
8419;02/09/2011 0:08;164800;13733;29;FALSO;490;FALSO
8420;12/07/1993 21:16;801100;66758;89;FALSO;100;FALSO
8421;11/08/2002 10:57;830200;69183;13;VERDADERO;290;FALSO
8422;06/08/2000 9:37;760600;63383;61;VERDADERO;30;FALSO
8423;15/03/2005 1:01;787600;65633;55;VERDADERO;420;FALSO
8424;24/06/1995 6:09;986400;82200;93;VERDADERO;20;FALSO
8425;16/03/2001 22:53;524600;43716;92;VERDADERO;60;VERDADERO
8426;28/08/1991 23:55;908900;75741;30;VERDADERO;110;VERDADERO
8427;05/06/1993 23:23;564000;47000;93;FALSO;30;FALSO
8428;02/11/1995 20:19;248300;20691;24;VERDADERO;290;FALSO
8429;26/04/1995 9:56;301600;25133;44;VERDADERO;280;FALSO
8430;10/12/2000 19:53;407200;33933;20;FALSO;50;FALSO
8431;13/01/1999 20:50;643800;53650;21;VERDADERO;20;FALSO
8432;31/12/2008 17:42;249000;20750;56;FALSO;40;FALSO
8433;16/04/2009 18:28;182100;15175;97;FALSO;210;FALSO
8434;28/01/2006 12:45;549500;45791;56;VERDADERO;290;FALSO
8435;03/11/1992 2:35;269900;22491;40;VERDADERO;310;VERDADERO
8436;12/11/1997 23:24;292100;24341;72;FALSO;230;VERDADERO
8437;26/11/2003 19:48;162400;13533;74;FALSO;480;FALSO
8438;30/01/2000 20:40;456200;38016;34;FALSO;20;FALSO
8439;04/01/1998 12:03;223400;18616;76;FALSO;400;VERDADERO
8440;04/03/2000 6:39;900600;75050;99;VERDADERO;240;FALSO
8441;01/10/1992 11:46;246300;20525;46;FALSO;150;VERDADERO
8442;25/01/1991 1:09;976800;81400;59;FALSO;350;VERDADERO
8443;31/10/2000 18:58;848100;70675;74;FALSO;300;FALSO
8444;27/03/1999 4:19;298800;24900;49;FALSO;470;VERDADERO
8445;22/10/2006 17:49;215200;17933;20;VERDADERO;380;VERDADERO
8446;01/11/1993 0:23;816600;68050;81;FALSO;420;FALSO
8447;10/12/2005 15:14;379600;31633;61;VERDADERO;90;VERDADERO
8448;16/08/2008 16:49;222800;18566;16;VERDADERO;180;VERDADERO
8449;17/04/2011 7:40;623400;51950;74;VERDADERO;20;VERDADERO
8450;16/02/1992 14:58;934500;77875;16;FALSO;180;VERDADERO
8451;22/03/1996 19:53;779000;64916;26;VERDADERO;60;VERDADERO
8452;10/07/2011 8:42;665700;55475;53;FALSO;90;FALSO
8453;17/07/2010 2:13;252700;21058;70;FALSO;120;VERDADERO
8454;02/01/2011 11:37;537000;44750;77;VERDADERO;50;VERDADERO
8455;06/06/1999 5:36;675400;56283;88;FALSO;120;VERDADERO
8456;27/12/2003 8:12;508500;42375;29;FALSO;300;VERDADERO
8457;02/05/2012 5:20;326100;27175;56;VERDADERO;60;VERDADERO
8458;26/02/2002 2:55;388700;32391;52;FALSO;400;VERDADERO
8459;13/07/2007 8:40;231600;19300;66;FALSO;240;VERDADERO
8460;07/11/2002 16:22;849800;70816;81;FALSO;470;FALSO
8461;27/12/1990 6:22;136200;11350;92;FALSO;310;FALSO
8462;17/06/1992 17:14;363100;30258;82;VERDADERO;260;FALSO
8463;14/03/1991 17:53;813000;67750;37;VERDADERO;400;FALSO
8464;17/05/1995 11:25;352800;29400;31;FALSO;100;VERDADERO
8465;02/06/1997 13:57;665200;55433;34;VERDADERO;410;FALSO
8466;07/08/1992 0:48;768800;64066;64;VERDADERO;280;FALSO
8467;19/11/1996 12:28;173000;14416;37;FALSO;50;VERDADERO
8468;08/12/2007 20:33;722300;60191;71;FALSO;480;FALSO
8469;25/09/1993 0:39;780700;65058;61;FALSO;240;FALSO
8470;07/04/1991 18:07;297400;24783;82;VERDADERO;210;VERDADERO
8471;27/05/2003 16:59;114900;9575;89;FALSO;190;FALSO
8472;24/09/2000 14:21;597700;49808;18;FALSO;140;VERDADERO
8473;22/04/1996 7:51;997500;83125;55;FALSO;460;FALSO
8474;09/10/1996 12:49;715800;59650;27;VERDADERO;460;VERDADERO
8475;05/11/1994 13:41;697000;58083;86;FALSO;490;FALSO
8476;06/09/2003 17:25;417600;34800;72;FALSO;30;VERDADERO
8477;18/03/1998 19:53;918500;76541;37;VERDADERO;10;FALSO
8478;25/02/1996 12:48;717400;59783;20;FALSO;280;VERDADERO
8479;22/12/1992 13:07;287000;23916;59;VERDADERO;420;VERDADERO
8480;05/07/2009 21:14;182600;15216;35;FALSO;460;FALSO
8481;30/12/1991 2:38;701700;58475;82;FALSO;200;VERDADERO
8482;20/06/1995 0:07;958400;79866;30;VERDADERO;50;FALSO
8483;14/09/1991 19:58;944500;78708;13;FALSO;170;FALSO
8484;21/03/2005 10:07;677500;56458;44;FALSO;450;FALSO
8485;19/07/2001 0:14;266800;22233;92;VERDADERO;480;FALSO
8486;11/04/2006 18:33;630600;52550;64;FALSO;380;VERDADERO
8487;09/10/1992 7:07;289900;24158;94;VERDADERO;120;VERDADERO
8488;18/02/2009 7:10;712300;59358;86;VERDADERO;330;VERDADERO
8489;31/12/2010 21:58;216100;18008;26;FALSO;80;FALSO
8490;13/12/2001 22:48;998800;83233;37;FALSO;310;FALSO
8491;17/09/1990 0:31;255200;21266;68;VERDADERO;250;FALSO
8492;18/07/1990 23:18;453000;37750;84;FALSO;40;VERDADERO
8493;13/12/2001 11:32;334200;27850;11;VERDADERO;120;FALSO
8494;24/09/2000 2:49;971900;80991;80;FALSO;220;VERDADERO
8495;27/03/2006 6:34;978100;81508;10;VERDADERO;370;FALSO
8496;26/03/1999 9:22;686800;57233;58;VERDADERO;170;VERDADERO
8497;17/12/1994 7:05;353200;29433;47;FALSO;380;VERDADERO
8498;30/09/1992 18:54;397000;33083;47;VERDADERO;250;FALSO
8499;29/06/2009 17:10;789700;65808;55;FALSO;360;FALSO
8500;16/03/1991 17:24;733200;61100;41;VERDADERO;370;FALSO
8501;20/04/1992 3:25;230000;19166;63;VERDADERO;490;VERDADERO
8502;24/06/1999 9:07;875000;72916;18;VERDADERO;250;FALSO
8503;02/11/1992 1:59;756600;63050;67;FALSO;20;VERDADERO
8504;01/06/2012 0:53;151900;12658;17;FALSO;300;FALSO
8505;25/01/2011 3:53;230800;19233;20;VERDADERO;260;VERDADERO
8506;24/05/1996 5:55;669200;55766;29;VERDADERO;310;FALSO
8507;21/09/2006 21:14;374200;31183;19;FALSO;20;VERDADERO
8508;11/08/1992 4:22;106700;8891;63;FALSO;290;VERDADERO
8509;02/07/2006 5:35;506900;42241;35;VERDADERO;450;FALSO
8510;21/03/2004 14:28;332100;27675;30;FALSO;10;VERDADERO
8511;30/01/2012 5:41;240200;20016;89;FALSO;190;VERDADERO
8512;03/08/2006 13:35;597300;49775;88;VERDADERO;450;FALSO
8513;15/11/1990 6:32;460800;38400;57;FALSO;200;VERDADERO
8514;13/05/1993 5:34;715400;59616;83;FALSO;90;FALSO
8515;07/05/2012 7:35;925700;77141;48;VERDADERO;260;FALSO
8516;15/03/2012 17:19;280600;23383;17;FALSO;340;FALSO
8517;13/02/2009 23:12;390100;32508;15;FALSO;420;FALSO
8518;18/08/1996 14:15;606500;50541;79;FALSO;190;FALSO
8519;10/05/1991 20:05;965300;80441;47;VERDADERO;240;VERDADERO
8520;26/09/1990 22:36;243300;20275;11;FALSO;370;FALSO
8521;09/09/1999 16:00;896500;74708;84;VERDADERO;70;FALSO
8522;25/03/1991 2:56;253300;21108;81;FALSO;220;VERDADERO
8523;31/08/2011 20:58;793400;66116;75;FALSO;70;FALSO
8524;20/03/1992 1:18;508800;42400;94;FALSO;380;VERDADERO
8525;25/12/2005 15:11;507800;42316;31;VERDADERO;100;FALSO
8526;06/07/1995 3:46;957500;79791;48;VERDADERO;150;VERDADERO
8527;15/10/2005 18:15;463200;38600;57;FALSO;250;VERDADERO
8528;20/02/1994 7:27;582800;48566;72;FALSO;40;FALSO
8529;19/07/2002 20:07;266500;22208;71;VERDADERO;90;FALSO
8530;06/06/1991 1:45;871500;72625;17;FALSO;480;FALSO
8531;20/10/2001 21:17;646400;53866;41;FALSO;210;VERDADERO
8532;23/12/2003 22:36;880500;73375;28;VERDADERO;480;FALSO
8533;11/08/2010 13:42;547500;45625;75;FALSO;110;FALSO
8534;06/12/1997 11:03;704900;58741;88;VERDADERO;150;FALSO
8535;11/03/1997 18:03;192300;16025;60;VERDADERO;330;FALSO
8536;19/04/2003 18:46;116700;9725;17;VERDADERO;190;FALSO
8537;08/08/2008 10:04;710200;59183;79;FALSO;220;FALSO
8538;30/09/1997 10:04;174900;14575;51;FALSO;50;VERDADERO
8539;13/07/2003 18:21;577700;48141;58;FALSO;370;FALSO
8540;06/01/2003 5:14;266600;22216;85;FALSO;200;FALSO
8541;23/09/1990 19:39;566800;47233;65;FALSO;20;FALSO
8542;12/02/1999 20:24;999400;83283;83;FALSO;140;VERDADERO
8543;13/07/2011 3:03;451200;37600;27;FALSO;250;FALSO
8544;29/05/1993 0:45;666400;55533;14;VERDADERO;390;FALSO
8545;09/07/1999 5:56;539300;44941;65;FALSO;270;FALSO
8546;19/04/1999 17:34;238100;19841;10;FALSO;260;FALSO
8547;31/01/1996 10:51;741700;61808;29;FALSO;20;FALSO
8548;03/07/1994 18:16;828900;69075;79;VERDADERO;220;FALSO
8549;17/09/2011 5:28;847200;70600;75;FALSO;40;VERDADERO
8550;30/10/1991 14:17;825700;68808;98;VERDADERO;210;FALSO
8551;15/04/1990 11:12;346700;28891;51;FALSO;240;FALSO
8552;01/04/2001 20:45;541700;45141;35;FALSO;30;VERDADERO
8553;28/03/2009 5:53;427000;35583;33;VERDADERO;140;VERDADERO
8554;01/10/1991 22:23;858900;71575;13;FALSO;100;FALSO
8555;10/10/1995 8:39;715500;59625;44;VERDADERO;270;FALSO
8556;21/09/2000 23:43;493000;41083;41;FALSO;260;VERDADERO
8557;05/02/1995 0:08;956800;79733;51;FALSO;430;FALSO
8558;09/12/2008 1:11;540400;45033;74;FALSO;110;VERDADERO
8559;27/10/1990 11:13;299500;24958;63;FALSO;120;FALSO
8560;05/08/1995 11:13;687200;57266;75;VERDADERO;480;FALSO
8561;12/11/1993 1:30;818400;68200;93;VERDADERO;370;FALSO
8562;30/03/1992 0:04;872000;72666;21;FALSO;130;FALSO
8563;06/04/1996 15:44;882300;73525;45;VERDADERO;200;VERDADERO
8564;23/07/1999 3:33;491200;40933;97;VERDADERO;70;FALSO
8565;07/05/2011 8:13;715000;59583;95;VERDADERO;210;VERDADERO
8566;25/04/2011 10:38;144900;12075;74;FALSO;290;VERDADERO
8567;04/08/2001 18:18;914500;76208;72;VERDADERO;50;FALSO
8568;25/03/2005 5:24;327200;27266;86;FALSO;470;VERDADERO
8569;08/02/1996 21:43;381600;31800;80;VERDADERO;60;FALSO
8570;07/04/2009 17:27;458300;38191;89;FALSO;310;FALSO
8571;11/04/2001 0:28;493300;41108;81;FALSO;150;FALSO
8572;02/03/2007 6:02;941400;78450;17;FALSO;400;FALSO
8573;29/05/1993 11:54;387900;32325;80;FALSO;90;FALSO
8574;23/09/1997 23:45;994000;82833;59;VERDADERO;10;VERDADERO
8575;11/03/2001 15:01;146300;12191;40;FALSO;490;VERDADERO
8576;13/12/1993 2:34;546800;45566;40;FALSO;200;FALSO
8577;25/06/1994 12:03;248400;20700;65;VERDADERO;320;FALSO
8578;30/08/2003 2:22;109500;9125;81;VERDADERO;250;VERDADERO
8579;01/10/2009 17:48;979300;81608;32;FALSO;390;FALSO
8580;07/01/2010 12:25;460600;38383;91;FALSO;280;FALSO
8581;23/03/2011 11:14;320700;26725;68;VERDADERO;490;VERDADERO
8582;04/02/2009 20:37;437800;36483;78;FALSO;360;FALSO
8583;02/02/1990 12:50;784000;65333;90;VERDADERO;240;FALSO
8584;08/05/2002 20:32;605100;50425;83;FALSO;450;VERDADERO
8585;05/06/1996 22:08;620800;51733;46;VERDADERO;430;VERDADERO
8586;19/09/2006 11:27;328900;27408;31;FALSO;100;FALSO
8587;03/04/2008 2:48;393800;32816;35;FALSO;60;VERDADERO
8588;20/10/2008 15:08;946800;78900;51;FALSO;50;FALSO
8589;17/03/2010 1:05;802200;66850;51;VERDADERO;460;FALSO
8590;29/06/2006 22:01;202200;16850;86;FALSO;60;FALSO
8591;10/07/2002 21:04;625000;52083;16;FALSO;40;FALSO
8592;14/08/1991 5:13;587600;48966;40;FALSO;300;VERDADERO
8593;20/09/2010 14:55;532700;44391;81;FALSO;200;FALSO
8594;27/10/1992 10:50;843200;70266;77;VERDADERO;210;VERDADERO
8595;02/02/2007 12:56;512300;42691;15;FALSO;330;VERDADERO
8596;17/08/2010 0:55;554700;46225;61;VERDADERO;10;FALSO
8597;28/08/1992 1:13;816600;68050;38;FALSO;90;FALSO
8598;04/06/1997 13:01;636900;53075;78;FALSO;80;VERDADERO
8599;24/01/2006 18:44;224100;18675;59;VERDADERO;390;FALSO
8600;11/04/2006 16:51;610800;50900;83;FALSO;190;FALSO
8601;10/03/1994 23:13;551900;45991;88;FALSO;190;FALSO
8602;10/02/2007 7:47;653900;54491;26;VERDADERO;40;FALSO
8603;28/05/1992 7:50;717500;59791;68;FALSO;220;VERDADERO
8604;28/11/2011 11:45;311300;25941;52;FALSO;90;FALSO
8605;03/03/2011 15:45;219000;18250;50;VERDADERO;390;VERDADERO
8606;19/04/2001 14:20;775400;64616;93;VERDADERO;460;VERDADERO
8607;31/03/2002 2:37;916600;76383;30;FALSO;310;FALSO
8608;02/06/1990 9:22;127200;10600;84;FALSO;90;FALSO
8609;15/03/2000 1:29;432200;36016;16;FALSO;310;VERDADERO
8610;01/07/2001 6:02;235000;19583;93;FALSO;140;FALSO
8611;15/05/1991 14:52;609200;50766;19;VERDADERO;330;FALSO
8612;17/10/2003 6:58;105200;8766;10;FALSO;220;FALSO
8613;06/04/1994 4:10;748800;62400;76;VERDADERO;50;FALSO
8614;31/10/2010 20:24;448700;37391;84;FALSO;10;VERDADERO
8615;03/06/1992 14:15;756800;63066;78;VERDADERO;490;FALSO
8616;02/12/2006 7:08;769300;64108;79;VERDADERO;450;VERDADERO
8617;15/03/2001 20:03;274400;22866;80;VERDADERO;20;VERDADERO
8618;24/06/2012 18:53;428100;35675;85;VERDADERO;380;VERDADERO
8619;18/11/2007 9:18;831900;69325;44;FALSO;420;VERDADERO
8620;10/12/2007 8:24;609700;50808;78;FALSO;340;FALSO
8621;26/02/2008 9:55;469500;39125;20;VERDADERO;460;VERDADERO
8622;01/08/2007 12:10;707600;58966;49;FALSO;470;VERDADERO
8623;14/06/1997 8:20;994400;82866;92;VERDADERO;110;VERDADERO
8624;12/05/2011 12:03;157100;13091;95;FALSO;290;FALSO
8625;22/12/2008 4:50;795800;66316;39;VERDADERO;400;VERDADERO
8626;15/04/2001 1:40;189800;15816;25;VERDADERO;480;FALSO
8627;09/04/2007 14:37;193000;16083;53;FALSO;60;FALSO
8628;25/04/2003 6:00;828800;69066;78;VERDADERO;430;VERDADERO
8629;02/03/2010 8:05;844900;70408;97;FALSO;300;FALSO
8630;16/04/2009 15:57;875500;72958;87;VERDADERO;160;FALSO
8631;01/09/1990 23:41;108800;9066;79;FALSO;100;VERDADERO
8632;17/06/2006 19:59;129500;10791;37;FALSO;190;VERDADERO
8633;13/09/2010 16:44;547600;45633;55;FALSO;410;FALSO
8634;08/01/2010 1:42;530400;44200;52;VERDADERO;470;FALSO
8635;05/05/2007 20:10;722600;60216;37;VERDADERO;410;VERDADERO
8636;02/10/1994 3:09;623100;51925;47;FALSO;210;VERDADERO
8637;13/03/1993 5:41;809400;67450;96;FALSO;410;VERDADERO
8638;22/06/1992 6:26;795500;66291;93;FALSO;240;VERDADERO
8639;27/12/1997 7:46;461200;38433;62;VERDADERO;450;FALSO
8640;11/01/1990 13:17;739500;61625;61;VERDADERO;320;FALSO
8641;10/05/1999 6:57;772000;64333;59;VERDADERO;430;FALSO
8642;20/12/2002 3:09;350800;29233;32;FALSO;410;VERDADERO
8643;03/04/1990 4:08;368400;30700;22;FALSO;210;VERDADERO
8644;09/09/1996 2:08;941500;78458;60;FALSO;50;VERDADERO
8645;03/08/2008 9:40;100200;8350;42;VERDADERO;60;VERDADERO
8646;10/06/1994 9:03;323800;26983;93;FALSO;460;FALSO
8647;27/09/2005 23:41;500900;41741;36;VERDADERO;340;FALSO
8648;25/04/2012 8:45;497200;41433;78;VERDADERO;340;FALSO
8649;12/08/2005 1:41;604800;50400;55;VERDADERO;40;FALSO
8650;13/03/2009 3:12;927700;77308;29;FALSO;350;VERDADERO
8651;08/10/1998 18:06;527400;43950;63;FALSO;140;FALSO
8652;12/06/2005 12:26;169900;14158;73;FALSO;180;FALSO
8653;27/11/1996 0:23;674000;56166;30;VERDADERO;480;FALSO
8654;06/10/1998 12:18;399600;33300;69;VERDADERO;10;VERDADERO
8655;10/03/2004 14:31;854900;71241;48;VERDADERO;460;FALSO
8656;07/08/1992 1:59;709000;59083;37;VERDADERO;100;VERDADERO
8657;28/11/2005 12:10;451100;37591;43;VERDADERO;170;FALSO
8658;15/11/1996 1:30;532900;44408;93;VERDADERO;440;FALSO
8659;04/02/2008 19:02;372200;31016;54;VERDADERO;480;FALSO
8660;13/06/1995 19:19;651800;54316;16;VERDADERO;380;VERDADERO
8661;28/07/2008 4:08;482100;40175;91;FALSO;70;FALSO
8662;13/07/1998 23:15;248600;20716;59;VERDADERO;210;VERDADERO
8663;06/11/2003 9:26;827700;68975;97;VERDADERO;70;FALSO
8664;29/09/2005 18:32;209400;17450;11;FALSO;70;FALSO
8665;09/12/1990 14:15;459600;38300;56;VERDADERO;160;FALSO
8666;26/11/1994 3:14;612500;51041;75;FALSO;430;VERDADERO
8667;18/01/2001 23:56;578700;48225;10;VERDADERO;460;VERDADERO
8668;23/05/2002 1:48;839100;69925;23;FALSO;300;VERDADERO
8669;09/07/1998 17:12;388900;32408;89;FALSO;130;VERDADERO
8670;03/11/1991 14:51;642000;53500;83;FALSO;220;VERDADERO
8671;04/06/2012 19:56;576300;48025;55;FALSO;280;VERDADERO
